feature1,feature2,feature3,feature4,target
6.709381970686634,2.9065474387197954,5.035967677820503,0.9607252081690753,1
6.037960003691996,2.976104561313231,4.24407314884105,0.6895135406403602,1
8.234422159061742,2.469368683526705,5.854883325042171,0.9430016838452862,1
5.593765430151946,2.6728133269434924,4.403501071549209,1.1345170880847584,0
4.093594732818451,2.6133875147735885,3.9414597811151357,0.8233709391379613,1
5.465470343905191,2.8246053774135653,5.563820895082865,1.0027875257592738,1
4.5369843739338735,3.109111366265548,2.813808093162648,1.0418027780863792,1
6.477180000813073,3.45528206118554,5.1012400122208135,1.1357604675464004,0
5.541980064470023,3.5276654982732074,3.2490181509274336,0.9599260476084353,0
5.362728182902184,3.3268171306676617,6.033512195085798,1.3257599025603417,1
5.37586761111834,2.5630129402574515,4.186767296103845,0.3697243415644247,1
6.240340817947739,2.9983520398363233,4.661981664983626,1.8813258541503322,0
5.047537767655331,4.187164701746195,4.995084475972947,0.7386598707887451,1
6.277049794903608,3.507266346343649,2.184378484423011,1.1210170070062233,0
6.545571168346317,2.7797477205632375,3.719298190131772,0.7184596269382455,1
5.157858287394618,3.79101909148189,5.752255091143864,1.1932804478527905,1
4.573953380788522,2.805965405101293,5.541318029005066,1.0829707457784783,1
4.987034682364378,2.665799015848366,4.83963864647426,0.8047859387964731,1
6.210109240363954,3.6978659679642822,2.8806437142893717,1.3219262036230939,0
5.592478871551097,2.345175354994051,5.202604153030295,0.9508117361194236,1
6.130074938601007,2.0431112098658217,5.356079508246535,1.1641647814171012,0
7.2629374723032285,3.4706422890302377,4.556420655748494,0.7248520584411893,0
5.730953722945133,3.013845465808106,5.967805140709748,0.990733709328526,1
4.691063108609638,3.063682739268578,3.6798818518438523,1.6010221801546314,1
6.557423508862376,2.8192885802865115,3.8881709070000303,1.2888896587342389,0
5.551360859479636,2.880753316307971,1.5184661050970227,1.0922862266353155,0
6.372447157660453,2.770945048584312,5.603793012177196,0.8653237517170612,1
6.566198544097738,2.6870035348728,4.876634356164161,1.0202495607625026,1
4.540991903573222,2.8090448888156194,2.481815609840125,1.0592697970517146,1
6.882004604171943,2.79327438059115,2.3896812000070233,1.1347685304759236,1
6.405121959956559,2.5857081144906324,3.452843247154787,0.6770018475467003,0
4.8960956275154714,2.727415400334078,5.452389530376424,1.2005223882827094,1
5.804449119870853,1.7486202391688923,4.139567414293646,0.6731220705116042,0
5.7572074909801065,3.342321100777584,3.53425570000761,1.4893377556845615,0
5.523931814465837,3.195126634491571,3.2926609282998047,0.7685115032749366,1
6.371913988812393,2.9575455837520837,3.238905650606176,1.0889884959028526,0
6.937356328333527,3.1186621923798716,2.179586038670928,1.3015427719834054,0
5.507306372740632,3.136788701569314,3.0511250020243508,0.9242859869606651,0
6.830881327972086,2.637999101697851,3.2153063043873993,1.1021800057299576,0
6.4882026105041115,2.7337098488897977,5.319147883748576,1.4305544647570154,0
5.732296158176405,3.2641583048151883,4.301132336224062,1.1693208963679798,0
5.676180922052321,3.103751742579568,3.509298188379047,1.1066651889023058,0
4.347434628339985,4.0216602448411525,7.271667306487425,0.4945643815538614,1
3.9992316067928257,3.8098060777186555,3.703323703744001,0.7198833241779332,0
5.665022798109338,3.466506070194175,5.900523497260363,1.3140760382950036,0
4.6440710821706315,2.6191325421360903,6.445330269345258,1.1709850916024147,0
5.460363857960381,2.7177214983652123,2.6160475948111888,1.2164398821355222,1
4.965337258149936,2.498976638185633,4.588755556888282,1.1906190796644691,1
3.711503495019503,3.1398786748933545,3.878959618910131,1.3869269585126123,0
5.857304541936634,1.6295225777701492,3.781290724128797,0.9215800225134632,1
5.085468194610108,2.7706903615285006,5.16645218016829,1.0361499876367903,1
5.580198712540815,2.8466418003390914,3.7525554042920595,0.6913977000612748,0
4.606879726370777,2.237854733415004,3.9048371444082353,0.6165932249690872,1
5.165182752605267,3.3988681572893173,4.298262125249647,0.5068777853235827,0
7.060380141132879,2.430429135705059,4.051920877948117,0.7344509503000457,1
5.628551000071081,3.1338713328516308,3.0917157515854496,1.4657685446468927,1
6.049576345062667,4.391888711744525,5.4550878058169685,0.5341818796551887,0
4.229128193123961,2.1944971950223895,5.758237126209121,0.9089392043268406,0
7.889035957392462,2.9257242974964752,4.912342307442261,0.6120564029061526,1
7.3434137583205334,2.7962699311823673,4.048136818773281,0.8197078110989917,0
6.863435490951704,2.6990156605518076,3.6537471164042628,1.0509081377056058,1
6.328765977604875,3.38012554731768,3.6556559244882645,0.7899652380384975,0
5.515143278259864,3.5531645524142212,7.32885163803925,1.3268994595049384,0
5.942074016866732,3.385819074650668,5.625405961879973,1.46019343625487,1
6.548019743994952,2.638330458774383,3.491867905699994,0.3252712815832183,1
4.871430252524293,4.216924039201208,4.697637392924569,0.7951023008946632,0
5.055501255780817,2.114878405829054,4.064957969880766,1.0177426366817268,0
3.830867640909468,2.4836854654828526,5.200560451387549,1.3378351078046142,1
4.7281809222432445,3.084864642195187,5.1521989233472105,0.8637267174540213,0
7.161301730608154,3.044696959572825,5.800331584686565,0.9940193814262569,1
5.165752908849632,3.2440220396893746,3.479332249605365,0.6529767324844153,0
5.182153093489417,3.790067047537601,4.625682358365757,0.5401612443212964,0
5.817767032437119,2.9400745403172004,2.4017436180509684,1.43361540687488,1
3.8877726928254766,3.0568647301064904,2.9911916394853866,0.4527790378321189,1
6.445381690087567,2.7027419736378753,5.560921003871015,1.69858570252647,0
6.766406855372875,3.294164259230321,3.359179450313608,1.2175454198145226,1
